"","coords","all","natural","current","threatened","missing"
"3042","15293074.1472222_6141945.02816901",12,11,5,0,4
"3043","15389560.4194444_6141945.02816901",12,11,5,0,4
"3044","15486046.6916667_6141945.02816901",12,11,5,0,4
"3045","15582532.9638889_6141945.02816901",13,12,6,0,4
"3046","15679019.2361111_6141945.02816901",20,19,12,1,5
"3047","15775505.5083333_6141945.02816901",20,19,13,2,4
"3048","-15871991.7805556_6045430.07042254",11,10,11,4,0
"3049","-15775505.5083333_6045430.07042254",22,20,15,4,3
"3050","-15679019.2361111_6045430.07042254",23,21,16,4,3
"3051","-15582532.9638889_6045430.07042254",23,21,17,4,2
"3052","-15486046.6916667_6045430.07042254",23,21,17,4,2
"3053","-15389560.4194444_6045430.07042254",21,19,15,3,2
"3054","-15293074.1472222_6045430.07042254",21,19,15,3,2
"3055","-12977403.6138889_6045430.07042254",10,9,9,2,1
"3056","-12880917.3416667_6045430.07042254",9,8,9,2,0
"3057","-12784431.0694444_6045430.07042254",24,22,15,1,5
"3058","-12687944.7972222_6045430.07042254",24,22,15,1,5
"3059","-12591458.525_6045430.07042254",25,23,16,1,4
"3060","-12494972.2527778_6045430.07042254",25,23,16,1,4
"3061","-12398485.9805556_6045430.07042254",19,17,12,1,2
"3062","-12301999.7083333_6045430.07042254",24,22,13,1,4
"3063","-12205513.4361111_6045430.07042254",24,22,12,1,5
"3064","-12109027.1638889_6045430.07042254",23,21,12,0,4
"3065","-12012540.8916667_6045430.07042254",30,28,14,1,4
"3066","-11916054.6194444_6045430.07042254",37,35,15,1,4
"3067","-11819568.3472222_6045430.07042254",36,34,16,1,3
"3068","-11723082.075_6045430.07042254",35,33,15,1,3
"3069","-11626595.8027778_6045430.07042254",34,32,14,1,4
"3070","-11530109.5305556_6045430.07042254",33,31,13,1,4
"3071","-11433623.2583333_6045430.07042254",32,30,13,1,4
"3072","-11337136.9861111_6045430.07042254",32,30,13,1,4
"3073","-11240650.7138889_6045430.07042254",33,31,11,1,6
"3074","-11144164.4416667_6045430.07042254",33,31,11,1,6
"3075","-11047678.1694444_6045430.07042254",34,32,10,0,7
"3076","-10951191.8972222_6045430.07042254",34,32,9,0,8
"3077","-10854705.625_6045430.07042254",34,32,9,0,8
"3078","-10758219.3527778_6045430.07042254",33,31,10,1,7
"3079","-10661733.0805556_6045430.07042254",33,31,11,1,6
"3080","-10565246.8083333_6045430.07042254",33,31,11,1,6
"3081","-10468760.5361111_6045430.07042254",31,29,9,1,6
"3082","-10372274.2638889_6045430.07042254",31,29,9,1,6
"3083","-10275787.9916667_6045430.07042254",32,30,9,1,6
"3084","-10179301.7194444_6045430.07042254",31,29,9,1,6
"3085","-10082815.4472222_6045430.07042254",30,28,9,1,6
"3086","-9986329.175_6045430.07042254",30,28,8,1,7
"3087","-9889842.90277778_6045430.07042254",29,27,8,1,7
"3088","-9793356.63055556_6045430.07042254",29,27,8,1,7
"3089","-9696870.35833333_6045430.07042254",27,25,8,1,6
"3090","-9600384.08611111_6045430.07042254",20,18,8,1,5
"3091","-9503897.81388889_6045430.07042254",20,18,8,1,5
"3092","-9407411.54166667_6045430.07042254",18,16,9,2,4
"3093","-9310925.26944444_6045430.07042254",17,15,9,2,3
"3094","-9214438.99722222_6045430.07042254",16,14,9,2,3
"3095","-9117952.725_6045430.07042254",15,13,9,2,3
"3096","-9021466.45277778_6045430.07042254",16,14,9,2,3
"3097","-8924980.18055556_6045430.07042254",16,14,9,2,3
"3098","-8828493.90833333_6045430.07042254",16,14,9,2,3
"3099","-8732007.63611111_6045430.07042254",17,15,9,2,3
"3100","-8635521.36388889_6045430.07042254",18,16,9,2,3
"3101","-8539035.09166667_6045430.07042254",20,18,9,2,3
"3102","-8442548.81944444_6045430.07042254",23,21,11,2,4
"3103","-8346062.54722222_6045430.07042254",22,21,10,2,4
"3104","-8249576.275_6045430.07042254",22,21,10,2,4
"3105","-8153090.00277778_6045430.07042254",22,21,10,2,4
"3106","-8056603.73055555_6045430.07042254",22,21,9,2,5
"3107","-7960117.45833333_6045430.07042254",22,21,9,2,5
"3108","-7767144.91388889_6045430.07042254",6,5,6,2,0
"3109","-7670658.64166667_6045430.07042254",7,6,6,2,1
"3110","-7574172.36944444_6045430.07042254",19,18,12,3,3
"3111","-7477686.09722222_6045430.07042254",19,18,12,3,3
"3112","-7381199.825_6045430.07042254",19,18,12,3,3
"3113","-7284713.55277778_6045430.07042254",14,13,8,2,3
"3114","-7188227.28055556_6045430.07042254",14,13,8,2,3
"3115","-7091741.00833333_6045430.07042254",15,14,9,2,3
"3116","-6995254.73611111_6045430.07042254",15,14,9,2,3
"3117","-6898768.46388889_6045430.07042254",14,13,8,2,3
"3118","-6802282.19166667_6045430.07042254",14,13,8,2,3
"3119","-6705795.91944444_6045430.07042254",14,13,8,2,3
"3120","-6609309.64722222_6045430.07042254",14,13,8,2,3
"3121","-6512823.375_6045430.07042254",14,13,8,2,3
"3122","-6416337.10277778_6045430.07042254",15,14,8,2,3
"3123","-6319850.83055556_6045430.07042254",15,14,8,2,3
"3124","-6223364.55833333_6045430.07042254",15,14,8,2,3
"3125","-6126878.28611111_6045430.07042254",15,14,8,2,3
"3126","-6030392.01388889_6045430.07042254",17,16,8,2,3
"3127","-5933905.74166667_6045430.07042254",23,22,13,3,4
"3128","-5837419.46944444_6045430.07042254",20,19,12,3,2
"3129","-5740933.19722222_6045430.07042254",19,18,12,3,2
"3130","-5644446.925_6045430.07042254",18,17,12,3,2
"3131","-5547960.65277778_6045430.07042254",18,17,12,3,2
"3132","-820133.313888889_6045430.07042254",13,12,5,0,7
"3133","-723647.041666666_6045430.07042254",13,12,5,0,7
"3134","-627160.769444445_6045430.07042254",13,12,5,0,7
"3135","-530674.497222222_6045430.07042254",27,26,6,0,11
"3136","-434188.225000001_6045430.07042254",27,26,6,0,11
"3137","-337701.952777777_6045430.07042254",27,26,6,0,11
"3138","-241215.680555556_6045430.07042254",27,26,6,0,11
"3139","-144729.408333335_6045430.07042254",25,24,6,0,9
"3140","820133.313888889_6045430.07042254",31,30,6,0,14
"3141","916619.58611111_6045430.07042254",32,31,7,0,13
"3142","1013105.85833333_6045430.07042254",32,31,6,0,14
"3143","1109592.13055556_6045430.07042254",13,12,3,0,6
"3144","1206078.40277778_6045430.07042254",31,30,8,0,11
"3145","1302564.675_6045430.07042254",32,31,9,0,11
"3146","1399050.94722222_6045430.07042254",34,33,9,0,11
"3147","1495537.21944444_6045430.07042254",32,31,9,0,10
"3148","1592023.49166667_6045430.07042254",29,28,9,0,10
"3149","1881482.30833333_6045430.07042254",33,32,8,0,11
"3150","1977968.58055555_6045430.07042254",33,32,9,0,10
"3151","2074454.85277778_6045430.07042254",34,33,10,0,10
"3152","2170941.125_6045430.07042254",32,31,9,0,9
"3153","2267427.39722222_6045430.07042254",32,31,9,0,9
"3154","2363913.66944445_6045430.07042254",33,32,9,0,9
"3155","2460399.94166667_6045430.07042254",32,31,10,0,8
"3156","2556886.21388889_6045430.07042254",32,31,10,0,8
"3157","2653372.48611111_6045430.07042254",32,31,10,0,8
"3158","2749858.75833333_6045430.07042254",32,31,10,0,8
"3159","2846345.03055555_6045430.07042254",32,31,10,0,8
"3160","2942831.30277778_6045430.07042254",32,31,10,0,8
"3161","3039317.575_6045430.07042254",31,30,9,0,8
"3162","3135803.84722222_6045430.07042254",31,30,9,0,8
"3163","3232290.11944444_6045430.07042254",31,30,9,0,8
"3164","3328776.39166667_6045430.07042254",31,30,9,0,8
"3165","3425262.66388889_6045430.07042254",31,30,9,0,8
"3166","3521748.93611111_6045430.07042254",31,30,9,0,8
"3167","3618235.20833333_6045430.07042254",31,30,9,0,8
"3168","3714721.48055556_6045430.07042254",31,30,9,0,8
"3169","3811207.75277778_6045430.07042254",31,30,9,0,8
"3170","3907694.025_6045430.07042254",31,30,9,0,8
"3171","4004180.29722222_6045430.07042254",30,29,8,0,8
"3172","4100666.56944444_6045430.07042254",30,29,8,0,8
"3173","4197152.84166666_6045430.07042254",30,29,8,0,8
"3174","4293639.11388889_6045430.07042254",29,28,7,0,8
"3175","4390125.38611111_6045430.07042254",31,30,8,0,8
"3176","4486611.65833334_6045430.07042254",31,30,8,0,8
"3177","4583097.93055556_6045430.07042254",31,30,8,0,8
"3178","4679584.20277778_6045430.07042254",31,30,8,0,8
"3179","4776070.475_6045430.07042254",29,28,7,0,7
"3180","4872556.74722222_6045430.07042254",29,28,7,0,7
"3181","4969043.01944444_6045430.07042254",29,28,7,0,7
"3182","5065529.29166667_6045430.07042254",28,27,7,0,7
"3183","5162015.56388889_6045430.07042254",27,26,6,0,8
"3184","5258501.83611111_6045430.07042254",27,26,6,0,8
"3185","5354988.10833333_6045430.07042254",26,25,6,0,8
"3186","5451474.38055556_6045430.07042254",27,26,7,0,8
"3187","5547960.65277778_6045430.07042254",27,26,7,0,8
"3188","5644446.925_6045430.07042254",30,29,7,0,8
"3189","5740933.19722222_6045430.07042254",31,30,7,0,9
"3190","5837419.46944444_6045430.07042254",29,28,9,0,6
"3191","5933905.74166667_6045430.07042254",26,25,9,0,5
"3192","6030392.01388889_6045430.07042254",24,23,9,0,5
"3193","6126878.28611111_6045430.07042254",24,23,8,0,6
"3194","6223364.55833333_6045430.07042254",24,23,8,0,6
"3195","6319850.83055555_6045430.07042254",24,23,8,0,6
"3196","6416337.10277778_6045430.07042254",26,25,8,0,7
"3197","6512823.375_6045430.07042254",27,26,8,0,8
"3198","6609309.64722222_6045430.07042254",26,25,8,0,7
"3199","6705795.91944445_6045430.07042254",26,25,8,0,7
"3200","6802282.19166667_6045430.07042254",26,25,8,0,7
"3201","6898768.46388889_6045430.07042254",26,25,9,0,5
"3202","6995254.73611111_6045430.07042254",26,25,9,0,5
"3203","7091741.00833333_6045430.07042254",26,25,9,0,5
"3204","7188227.28055555_6045430.07042254",26,25,8,0,6
"3205","7284713.55277778_6045430.07042254",26,25,8,0,6
"3206","7381199.825_6045430.07042254",26,25,8,0,6
"3207","7477686.09722222_6045430.07042254",24,23,9,0,4
"3208","7574172.36944444_6045430.07042254",24,23,9,0,4
"3209","7670658.64166667_6045430.07042254",24,23,9,0,4
"3210","7767144.91388889_6045430.07042254",24,23,8,0,5
"3211","7863631.18611111_6045430.07042254",25,24,8,0,6
"3212","7960117.45833333_6045430.07042254",25,24,9,1,5
"3213","8056603.73055556_6045430.07042254",25,24,9,1,5
"3214","8153090.00277778_6045430.07042254",25,24,9,1,5
"3215","8249576.275_6045430.07042254",24,23,8,1,5
"3216","8346062.54722222_6045430.07042254",24,23,8,1,5
"3217","8442548.81944444_6045430.07042254",23,22,8,0,5
"3218","8539035.09166666_6045430.07042254",23,22,9,0,4
"3219","8635521.36388889_6045430.07042254",23,22,9,0,4
"3220","8732007.63611111_6045430.07042254",24,23,9,0,5
"3221","8828493.90833334_6045430.07042254",24,23,9,0,5
"3222","8924980.18055556_6045430.07042254",24,23,8,0,6
"3223","9021466.45277778_6045430.07042254",24,23,9,1,5
"3224","9117952.725_6045430.07042254",23,22,9,1,5
"3225","9214438.99722222_6045430.07042254",22,21,9,1,5
"3226","9310925.26944444_6045430.07042254",22,21,9,1,5
"3227","9407411.54166667_6045430.07042254",22,21,9,1,5
"3228","9503897.81388889_6045430.07042254",22,21,9,1,5
"3229","9600384.08611111_6045430.07042254",22,21,9,2,5
"3230","9696870.35833333_6045430.07042254",21,20,9,2,4
"3231","9793356.63055556_6045430.07042254",21,20,9,2,4
"3232","9889842.90277778_6045430.07042254",21,20,9,2,4
"3233","9986329.175_6045430.07042254",21,20,9,2,4
"3234","10082815.4472222_6045430.07042254",22,21,10,2,4
"3235","10179301.7194444_6045430.07042254",19,18,10,2,3
"3236","10275787.9916667_6045430.07042254",23,22,11,2,4
"3237","10372274.2638889_6045430.07042254",23,22,11,2,4
"3238","10468760.5361111_6045430.07042254",24,23,12,2,4
"3239","10565246.8083333_6045430.07042254",24,23,12,2,4
"3240","10661733.0805556_6045430.07042254",23,22,10,2,5
"3241","10758219.3527778_6045430.07042254",22,21,10,2,4
"3242","10854705.625_6045430.07042254",23,22,10,2,5
"3243","10951191.8972222_6045430.07042254",22,21,10,2,4
"3244","11047678.1694444_6045430.07042254",16,15,10,2,3
"3245","11144164.4416667_6045430.07042254",16,15,10,2,3
"3246","11240650.7138889_6045430.07042254",16,15,10,2,3
"3247","11337136.9861111_6045430.07042254",17,16,11,2,3
"3248","11433623.2583333_6045430.07042254",17,16,11,2,3
"3249","11530109.5305556_6045430.07042254",16,15,10,2,3
"3250","11626595.8027778_6045430.07042254",16,15,10,2,3
"3251","11723082.075_6045430.07042254",16,15,10,2,3
"3252","11819568.3472222_6045430.07042254",16,15,10,2,3
"3253","11916054.6194444_6045430.07042254",16,15,10,2,3
"3254","12012540.8916667_6045430.07042254",17,16,11,2,3
"3255","12109027.1638889_6045430.07042254",17,16,11,2,3
"3256","12205513.4361111_6045430.07042254",17,16,11,2,3
"3257","12301999.7083333_6045430.07042254",17,16,11,2,3
"3258","12398485.9805556_6045430.07042254",17,16,11,2,3
"3259","12494972.2527778_6045430.07042254",17,16,11,2,3
"3260","12591458.525_6045430.07042254",17,16,11,2,3
"3261","12687944.7972222_6045430.07042254",17,16,11,2,3
"3262","12784431.0694444_6045430.07042254",17,16,11,2,3
"3263","12880917.3416667_6045430.07042254",17,16,11,2,3
"3264","12977403.6138889_6045430.07042254",17,16,11,2,3
"3265","13073889.8861111_6045430.07042254",21,20,15,2,3
"3266","13170376.1583333_6045430.07042254",21,20,15,2,3
"3267","13266862.4305556_6045430.07042254",19,18,13,2,3
"3268","13363348.7027778_6045430.07042254",8,7,6,0,2
"3269","15003615.3305556_6045430.07042254",18,17,12,2,3
"3270","15100101.6027778_6045430.07042254",12,11,6,1,3
"3271","15196587.875_6045430.07042254",12,11,6,1,3
"3272","15293074.1472222_6045430.07042254",12,11,6,1,3
"3273","15389560.4194444_6045430.07042254",13,12,7,1,3
"3274","15486046.6916667_6045430.07042254",13,12,7,1,3
"3275","15582532.9638889_6045430.07042254",19,18,12,2,4
"3276","15679019.2361111_6045430.07042254",18,17,12,3,3
"3277","15775505.5083333_6045430.07042254",18,17,11,2,4
"3278","15968478.0527778_6045430.07042254",7,6,7,2,0
"3279","16064964.325_6045430.07042254",7,6,7,2,0
"3280","-16257936.8694444_5948915.11267606",9,8,9,3,0
"3281","-16161450.5972222_5948915.11267606",10,9,10,3,0
"3282","-16064964.325_5948915.11267606",10,9,10,3,0
"3283","-15968478.0527778_5948915.11267606",9,8,9,3,0
"3284","-15871991.7805556_5948915.11267606",11,10,11,4,0
"3285","-15775505.5083333_5948915.11267606",21,19,14,4,3
"3286","-15679019.2361111_5948915.11267606",10,9,10,3,0
"3287","-12880917.3416667_5948915.11267606",9,8,8,1,1
"3288","-12784431.0694444_5948915.11267606",9,8,8,1,1
"3289","-12687944.7972222_5948915.11267606",8,7,7,1,1
"3290","-12591458.525_5948915.11267606",25,23,16,1,4
"3291","-12494972.2527778_5948915.11267606",24,22,16,1,4
"3292","-12398485.9805556_5948915.11267606",24,22,17,2,3
"3293","-12301999.7083333_5948915.11267606",19,17,13,1,2
"3294","-12205513.4361111_5948915.11267606",21,19,13,1,3
"3295","-12109027.1638889_5948915.11267606",22,20,12,1,4
"3296","-12012540.8916667_5948915.11267606",25,23,12,1,4
"3297","-11916054.6194444_5948915.11267606",34,32,13,1,5
"3298","-11819568.3472222_5948915.11267606",34,32,15,1,3
"3299","-11723082.075_5948915.11267606",38,36,16,1,3
"3300","-11626595.8027778_5948915.11267606",38,36,16,1,3
"3301","-11530109.5305556_5948915.11267606",36,34,15,1,4
"3302","-11433623.2583333_5948915.11267606",35,33,13,1,6
"3303","-11337136.9861111_5948915.11267606",35,33,12,1,7
"3304","-11240650.7138889_5948915.11267606",35,33,11,0,8
"3305","-11144164.4416667_5948915.11267606",34,32,11,0,6
"3306","-11047678.1694444_5948915.11267606",34,32,11,0,6
"3307","-10951191.8972222_5948915.11267606",35,33,10,1,7
"3308","-10854705.625_5948915.11267606",35,33,9,1,8
"3309","-10758219.3527778_5948915.11267606",34,32,9,1,7
"3310","-10661733.0805556_5948915.11267606",34,32,9,1,7
"3311","-10565246.8083333_5948915.11267606",34,32,10,1,6
"3312","-10468760.5361111_5948915.11267606",34,32,11,1,5
"3313","-10372274.2638889_5948915.11267606",34,32,11,1,5
"3314","-10275787.9916667_5948915.11267606",34,32,11,1,5
"3315","-10179301.7194444_5948915.11267606",34,32,11,1,5
"3316","-10082815.4472222_5948915.11267606",33,31,11,1,5
"3317","-9986329.175_5948915.11267606",32,30,9,1,7
"3318","-9889842.90277778_5948915.11267606",32,30,8,1,8
"3319","-9793356.63055556_5948915.11267606",30,28,8,1,8
"3320","-9696870.35833333_5948915.11267606",30,28,8,1,8
"3321","-9600384.08611111_5948915.11267606",29,27,7,1,8
"3322","-9503897.81388889_5948915.11267606",21,19,8,1,6
"3323","-9407411.54166667_5948915.11267606",20,18,8,1,5
"3324","-9310925.26944444_5948915.11267606",18,16,8,1,4
"3325","-9214438.99722222_5948915.11267606",17,15,8,1,4
"3326","-9117952.725_5948915.11267606",18,16,8,1,4
"3327","-9021466.45277778_5948915.11267606",17,15,8,1,3
"3328","-8924980.18055556_5948915.11267606",17,15,8,1,3
"3329","-8828493.90833333_5948915.11267606",18,16,8,1,3
"3330","-8732007.63611111_5948915.11267606",18,16,8,1,3
"3331","-8635521.36388889_5948915.11267606",19,17,8,1,3
"3332","-8539035.09166667_5948915.11267606",20,18,9,2,3
"3333","-8442548.81944444_5948915.11267606",20,18,9,2,3
"3334","-8346062.54722222_5948915.11267606",20,18,9,2,3
"3335","-8249576.275_5948915.11267606",20,18,9,2,3
"3336","-8153090.00277778_5948915.11267606",21,19,8,2,4
"3337","-8056603.73055555_5948915.11267606",21,19,8,2,4
"3338","-7960117.45833333_5948915.11267606",23,22,9,2,5
"3339","-7670658.64166667_5948915.11267606",20,19,11,2,4
"3340","-7574172.36944444_5948915.11267606",19,18,11,2,3
"3341","-7477686.09722222_5948915.11267606",15,14,8,2,3
"3342","-7381199.825_5948915.11267606",15,14,8,2,3
"3343","-7284713.55277778_5948915.11267606",15,14,8,2,3
"3344","-7188227.28055556_5948915.11267606",15,14,8,2,3
"3345","-7091741.00833333_5948915.11267606",15,14,8,2,3
"3346","-6995254.73611111_5948915.11267606",14,13,7,1,3
"3347","-6898768.46388889_5948915.11267606",14,13,7,1,3
"3348","-6802282.19166667_5948915.11267606",15,14,8,2,3
"3349","-6705795.91944444_5948915.11267606",16,15,8,2,3
"3350","-6609309.64722222_5948915.11267606",16,15,8,2,3
"3351","-6512823.375_5948915.11267606",16,15,8,2,3
"3352","-6416337.10277778_5948915.11267606",16,15,8,2,3
"3353","-6319850.83055556_5948915.11267606",16,15,8,2,3
"3354","-6223364.55833333_5948915.11267606",16,15,8,2,3
"3355","-6126878.28611111_5948915.11267606",16,15,8,2,3
"3356","-6030392.01388889_5948915.11267606",16,15,8,2,2
"3357","-5933905.74166667_5948915.11267606",16,15,8,2,2
"3358","-5837419.46944444_5948915.11267606",21,20,13,3,2
"3359","-5740933.19722222_5948915.11267606",21,20,12,3,2
"3360","-5644446.925_5948915.11267606",18,17,12,3,2
"3361","-5547960.65277778_5948915.11267606",18,17,12,3,2
"3362","-5451474.38055556_5948915.11267606",18,17,12,3,2
"3363","-1013105.85833333_5948915.11267606",13,12,5,0,7
"3364","-916619.586111112_5948915.11267606",13,12,5,0,7
"3365","-820133.313888889_5948915.11267606",13,12,5,0,7
"3366","-723647.041666666_5948915.11267606",11,10,3,0,7
"3367","-627160.769444445_5948915.11267606",13,12,5,0,7
"3368","-530674.497222222_5948915.11267606",25,24,6,0,9
"3369","-434188.225000001_5948915.11267606",26,25,6,0,10
"3370","-337701.952777777_5948915.11267606",27,26,6,0,11
"3371","-241215.680555556_5948915.11267606",27,26,6,0,11
"3372","-144729.408333335_5948915.11267606",27,26,6,0,11
"3373","-48243.1361111104_5948915.11267606",26,25,6,0,10
"3374","48243.1361111104_5948915.11267606",25,24,6,0,9
"3375","627160.769444443_5948915.11267606",3,2,3,0,0
"3376","723647.041666668_5948915.11267606",30,29,5,0,14
"3377","820133.313888889_5948915.11267606",31,30,7,0,13
"3378","916619.58611111_5948915.11267606",31,30,7,0,13
"3379","1013105.85833333_5948915.11267606",32,31,8,0,12
"3380","1109592.13055556_5948915.11267606",33,32,8,0,12
"3381","1206078.40277778_5948915.11267606",34,33,8,0,13
"3382","1302564.675_5948915.11267606",33,32,8,0,13
"3383","1399050.94722222_5948915.11267606",34,33,7,0,12
"3384","1495537.21944444_5948915.11267606",34,33,7,0,12
"3385","1592023.49166667_5948915.11267606",34,33,9,0,10
"3386","1688509.76388889_5948915.11267606",34,33,8,0,11
"3387","1784996.03611111_5948915.11267606",34,33,9,0,10
"3388","1881482.30833333_5948915.11267606",34,33,10,0,9
"3389","1977968.58055555_5948915.11267606",35,34,10,0,10
"3390","2074454.85277778_5948915.11267606",33,32,9,0,9
"3391","2170941.125_5948915.11267606",33,32,9,0,9
"3392","2267427.39722222_5948915.11267606",33,32,9,0,9
"3393","2363913.66944445_5948915.11267606",33,32,9,0,9
"3394","2460399.94166667_5948915.11267606",33,32,10,0,8
"3395","2556886.21388889_5948915.11267606",33,32,10,0,8
"3396","2653372.48611111_5948915.11267606",33,32,10,0,8
"3397","2749858.75833333_5948915.11267606",33,32,10,0,8
"3398","2846345.03055555_5948915.11267606",33,32,10,0,8
"3399","2942831.30277778_5948915.11267606",33,32,10,0,8
"3400","3039317.575_5948915.11267606",33,32,10,0,8
"3401","3135803.84722222_5948915.11267606",32,31,9,0,8
"3402","3232290.11944444_5948915.11267606",32,31,9,0,8
"3403","3328776.39166667_5948915.11267606",32,31,9,0,8
"3404","3425262.66388889_5948915.11267606",31,30,9,0,8
"3405","3521748.93611111_5948915.11267606",31,30,9,0,8
"3406","3618235.20833333_5948915.11267606",31,30,8,0,9
"3407","3714721.48055556_5948915.11267606",31,30,8,0,9
"3408","3811207.75277778_5948915.11267606",31,30,8,0,9
"3409","3907694.025_5948915.11267606",31,30,9,0,8
"3410","4004180.29722222_5948915.11267606",32,31,9,0,8
"3411","4100666.56944444_5948915.11267606",32,31,9,0,8
"3412","4197152.84166666_5948915.11267606",32,31,9,0,8
"3413","4293639.11388889_5948915.11267606",32,31,9,0,8
"3414","4390125.38611111_5948915.11267606",32,31,9,0,8
"3415","4486611.65833334_5948915.11267606",33,32,9,0,9
"3416","4583097.93055556_5948915.11267606",33,32,9,0,9
"3417","4679584.20277778_5948915.11267606",32,31,9,0,8
"3418","4776070.475_5948915.11267606",31,30,8,0,8
"3419","4872556.74722222_5948915.11267606",30,29,7,0,9
"3420","4969043.01944444_5948915.11267606",29,28,7,0,8
"3421","5065529.29166667_5948915.11267606",29,28,7,0,8
"3422","5162015.56388889_5948915.11267606",29,28,7,0,8
"3423","5258501.83611111_5948915.11267606",29,28,7,0,8
"3424","5354988.10833333_5948915.11267606",29,28,7,0,8
"3425","5451474.38055556_5948915.11267606",29,28,7,0,8
"3426","5547960.65277778_5948915.11267606",30,29,7,0,8
"3427","5644446.925_5948915.11267606",31,30,7,0,9
"3428","5740933.19722222_5948915.11267606",30,29,8,0,8
"3429","5837419.46944444_5948915.11267606",29,28,8,0,7
"3430","5933905.74166667_5948915.11267606",29,28,9,0,6
"3431","6030392.01388889_5948915.11267606",29,28,8,0,7
"3432","6126878.28611111_5948915.11267606",27,26,8,0,7
"3433","6223364.55833333_5948915.11267606",27,26,8,0,7
"3434","6319850.83055555_5948915.11267606",28,27,8,0,8
"3435","6416337.10277778_5948915.11267606",29,28,8,0,9
"3436","6512823.375_5948915.11267606",29,28,9,0,8
"3437","6609309.64722222_5948915.11267606",29,28,9,0,8
"3438","6705795.91944445_5948915.11267606",29,28,9,0,8
"3439","6802282.19166667_5948915.11267606",29,28,8,0,9
"3440","6898768.46388889_5948915.11267606",29,28,8,0,9
"3441","6995254.73611111_5948915.11267606",29,28,8,0,9
"3442","7091741.00833333_5948915.11267606",29,28,8,0,9
"3443","7188227.28055555_5948915.11267606",28,27,8,0,8
"3444","7284713.55277778_5948915.11267606",29,28,8,0,9
"3445","7381199.825_5948915.11267606",29,28,8,0,9
"3446","7477686.09722222_5948915.11267606",29,28,8,0,9
"3447","7574172.36944444_5948915.11267606",28,27,8,0,8
"3448","7670658.64166667_5948915.11267606",27,26,8,0,7
"3449","7767144.91388889_5948915.11267606",27,26,8,0,7
"3450","7863631.18611111_5948915.11267606",27,26,8,0,7
"3451","7960117.45833333_5948915.11267606",26,25,9,1,5
"3452","8056603.73055556_5948915.11267606",25,24,9,1,5
"3453","8153090.00277778_5948915.11267606",25,24,9,1,5
"3454","8249576.275_5948915.11267606",24,23,8,1,5
"3455","8346062.54722222_5948915.11267606",24,23,9,1,4
"3456","8442548.81944444_5948915.11267606",24,23,9,1,4
"3457","8539035.09166666_5948915.11267606",25,24,8,0,6
"3458","8635521.36388889_5948915.11267606",24,23,8,0,6
"3459","8732007.63611111_5948915.11267606",24,23,8,0,6
"3460","8828493.90833334_5948915.11267606",25,24,9,1,6
"3461","8924980.18055556_5948915.11267606",25,24,9,1,6
"3462","9021466.45277778_5948915.11267606",25,24,9,1,6
"3463","9117952.725_5948915.11267606",26,25,9,1,7
"3464","9214438.99722222_5948915.11267606",26,25,10,2,7
"3465","9310925.26944444_5948915.11267606",26,25,10,2,7
"3466","9407411.54166667_5948915.11267606",26,25,10,2,7
"3467","9503897.81388889_5948915.11267606",26,25,11,3,6
"3468","9600384.08611111_5948915.11267606",25,24,10,2,6
"3469","9696870.35833333_5948915.11267606",25,24,10,2,6
"3470","9793356.63055556_5948915.11267606",24,23,10,2,5
"3471","9889842.90277778_5948915.11267606",24,23,10,2,5
"3472","9986329.175_5948915.11267606",24,23,10,2,5
"3473","10082815.4472222_5948915.11267606",24,23,10,2,5
"3474","10179301.7194444_5948915.11267606",24,23,10,2,5
"3475","10275787.9916667_5948915.11267606",24,23,11,2,4
"3476","10372274.2638889_5948915.11267606",25,24,12,2,4
"3477","10468760.5361111_5948915.11267606",25,24,12,2,4
"3478","10565246.8083333_5948915.11267606",25,24,11,2,5
"3479","10661733.0805556_5948915.11267606",25,24,10,2,6
"3480","10758219.3527778_5948915.11267606",24,23,10,2,6
"3481","10854705.625_5948915.11267606",24,23,10,2,6
"3482","10951191.8972222_5948915.11267606",25,24,11,2,6
"3483","11047678.1694444_5948915.11267606",21,20,11,2,4
"3484","11144164.4416667_5948915.11267606",19,18,11,2,4
"3485","11240650.7138889_5948915.11267606",18,17,11,2,4
"3486","11337136.9861111_5948915.11267606",18,17,11,2,4
"3487","11433623.2583333_5948915.11267606",17,16,11,2,3
"3488","11530109.5305556_5948915.11267606",17,16,11,2,3
"3489","11626595.8027778_5948915.11267606",17,16,11,2,3
"3490","11723082.075_5948915.11267606",17,16,11,2,3
"3491","11819568.3472222_5948915.11267606",17,16,11,2,3
"3492","11916054.6194444_5948915.11267606",17,16,11,2,3
"3493","12012540.8916667_5948915.11267606",17,16,11,2,3
"3494","12109027.1638889_5948915.11267606",17,16,12,2,3
"3495","12205513.4361111_5948915.11267606",17,16,12,2,3
"3496","12301999.7083333_5948915.11267606",16,15,11,2,3
"3497","12398485.9805556_5948915.11267606",15,14,10,2,3
"3498","12494972.2527778_5948915.11267606",15,14,10,2,3
"3499","12591458.525_5948915.11267606",15,14,10,2,3
"3500","12687944.7972222_5948915.11267606",15,14,10,2,3
"3501","12784431.0694444_5948915.11267606",15,14,10,2,3
"3502","12880917.3416667_5948915.11267606",15,14,10,2,3
"3503","12977403.6138889_5948915.11267606",15,14,10,2,3
"3504","13073889.8861111_5948915.11267606",19,18,14,2,3
