"","coords","all","natural","current","threatened","missing"
"473","6995254.73611111_7010579.64788732",23,22,9,3,7
"474","7091741.00833333_7010579.64788732",23,22,9,3,7
"475","7188227.28055555_7010579.64788732",23,22,9,3,7
"476","7284713.55277778_7010579.64788732",23,22,9,3,7
"477","7381199.825_7010579.64788732",23,22,9,3,7
"478","7477686.09722222_7010579.64788732",23,22,9,3,7
"479","7574172.36944444_7010579.64788732",23,22,9,3,7
"480","7670658.64166667_7010579.64788732",23,22,9,3,7
"481","7767144.91388889_7010579.64788732",23,22,9,3,7
"482","7863631.18611111_7010579.64788732",22,21,8,2,7
"483","7960117.45833333_7010579.64788732",22,21,8,2,7
"484","8056603.73055556_7010579.64788732",22,21,8,2,7
"485","8153090.00277778_7010579.64788732",22,21,8,2,7
"486","8249576.275_7010579.64788732",22,21,8,2,7
"487","8346062.54722222_7010579.64788732",22,21,8,2,7
"488","8442548.81944444_7010579.64788732",22,21,8,2,7
"489","8539035.09166666_7010579.64788732",19,18,5,2,7
"490","8635521.36388889_7010579.64788732",19,18,6,2,6
"491","8732007.63611111_7010579.64788732",19,18,6,2,6
"492","8828493.90833334_7010579.64788732",19,18,6,2,6
"493","8924980.18055556_7010579.64788732",19,18,6,2,6
"494","9021466.45277778_7010579.64788732",19,18,6,2,6
"495","9117952.725_7010579.64788732",19,18,6,2,6
"496","9214438.99722222_7010579.64788732",19,18,6,2,6
"497","9310925.26944444_7010579.64788732",14,13,6,2,5
"498","9407411.54166667_7010579.64788732",15,14,7,2,5
"499","9503897.81388889_7010579.64788732",14,13,7,2,4
"500","9600384.08611111_7010579.64788732",14,13,7,2,4
"501","9696870.35833333_7010579.64788732",14,13,7,2,4
"502","9793356.63055556_7010579.64788732",14,13,7,2,4
"503","9889842.90277778_7010579.64788732",14,13,7,2,4
"504","9986329.175_7010579.64788732",14,13,7,2,4
"505","10082815.4472222_7010579.64788732",14,13,7,2,4
"506","10179301.7194444_7010579.64788732",17,16,10,3,4
"507","10275787.9916667_7010579.64788732",17,16,10,3,4
"508","10372274.2638889_7010579.64788732",17,16,10,3,4
"509","10468760.5361111_7010579.64788732",17,16,10,3,4
"510","10565246.8083333_7010579.64788732",16,15,10,3,3
"511","10661733.0805556_7010579.64788732",16,15,10,3,3
"512","10758219.3527778_7010579.64788732",16,15,10,3,3
"513","10854705.625_7010579.64788732",16,15,10,3,3
"514","10951191.8972222_7010579.64788732",15,14,10,3,2
"515","11047678.1694444_7010579.64788732",15,14,10,3,2
"516","11144164.4416667_7010579.64788732",15,14,10,3,2
"517","11240650.7138889_7010579.64788732",15,14,10,3,2
"518","11337136.9861111_7010579.64788732",15,14,10,3,2
"519","11433623.2583333_7010579.64788732",15,14,10,3,2
"520","11530109.5305556_7010579.64788732",14,13,9,3,2
"521","11626595.8027778_7010579.64788732",14,13,9,3,2
"522","11723082.075_7010579.64788732",14,13,9,3,2
"523","11819568.3472222_7010579.64788732",14,13,9,3,2
"524","11916054.6194444_7010579.64788732",14,13,9,3,2
"525","12012540.8916667_7010579.64788732",14,13,9,3,2
"526","12109027.1638889_7010579.64788732",14,13,9,3,2
"527","12205513.4361111_7010579.64788732",14,13,9,3,2
"528","12301999.7083333_7010579.64788732",15,14,10,3,2
"529","12398485.9805556_7010579.64788732",15,14,10,3,2
"530","12494972.2527778_7010579.64788732",14,13,9,3,2
"531","12784431.0694444_7010579.64788732",14,13,8,3,3
"532","12880917.3416667_7010579.64788732",14,13,8,3,3
"533","13073889.8861111_7010579.64788732",14,13,8,3,3
"534","13170376.1583333_7010579.64788732",14,13,8,3,3
"535","13363348.7027778_7010579.64788732",14,13,8,3,3
"536","13459834.975_7010579.64788732",15,14,8,3,4
"537","13556321.2472222_7010579.64788732",15,14,8,3,4
"538","13652807.5194444_7010579.64788732",15,14,8,3,4
"539","13749293.7916667_7010579.64788732",15,14,8,3,4
"540","13845780.0638889_7010579.64788732",15,14,8,3,4
"541","13942266.3361111_7010579.64788732",15,14,8,3,4
"542","14038752.6083333_7010579.64788732",15,14,8,3,4
"543","14135238.8805556_7010579.64788732",15,14,8,3,4
"544","14231725.1527778_7010579.64788732",15,14,8,3,4
"545","14328211.425_7010579.64788732",15,14,8,3,4
"546","14424697.6972222_7010579.64788732",15,14,8,3,4
"547","14521183.9694444_7010579.64788732",15,14,8,3,4
"548","-17319285.8638889_6914064.69014085",8,7,7,2,1
"549","-17222799.5916667_6914064.69014085",8,7,7,2,1
"550","-17126313.3194444_6914064.69014085",8,7,7,2,1
"551","-15775505.5083333_6914064.69014085",21,19,13,3,4
"552","-15679019.2361111_6914064.69014085",21,19,13,3,4
"553","-15582532.9638889_6914064.69014085",21,19,12,3,5
"554","-15486046.6916667_6914064.69014085",21,19,12,3,5
"555","-15389560.4194444_6914064.69014085",21,19,12,3,5
"556","-15293074.1472222_6914064.69014085",21,19,12,3,5
"557","-15196587.875_6914064.69014085",21,19,13,3,4
"558","-15100101.6027778_6914064.69014085",20,18,12,3,4
"559","-15003615.3305556_6914064.69014085",20,18,12,3,4
"560","-14907129.0583333_6914064.69014085",20,18,12,3,4
"561","-14810642.7861111_6914064.69014085",20,18,13,3,3
"562","-14714156.5138889_6914064.69014085",20,18,13,3,3
"563","-14617670.2416667_6914064.69014085",20,18,13,3,3
"564","-14521183.9694444_6914064.69014085",20,18,13,3,3
"565","-14424697.6972222_6914064.69014085",20,18,14,3,2
"566","-14328211.425_6914064.69014085",20,18,14,3,2
"567","-14231725.1527778_6914064.69014085",20,18,14,3,2
"568","-14135238.8805556_6914064.69014085",20,18,14,3,2
"569","-14038752.6083333_6914064.69014085",20,18,14,3,2
"570","-13942266.3361111_6914064.69014085",20,18,14,3,2
"571","-13845780.0638889_6914064.69014085",20,18,14,3,2
"572","-13749293.7916667_6914064.69014085",20,18,13,3,3
"573","-13652807.5194444_6914064.69014085",21,19,14,3,3
"574","-13556321.2472222_6914064.69014085",20,18,13,3,3
"575","-13459834.975_6914064.69014085",17,15,11,2,3
"576","-13363348.7027778_6914064.69014085",17,15,11,2,3
"577","-13073889.8861111_6914064.69014085",18,16,12,2,3
"578","-12977403.6138889_6914064.69014085",17,15,12,2,2
"579","-12880917.3416667_6914064.69014085",17,15,12,2,2
"580","-12784431.0694444_6914064.69014085",17,15,13,2,1
"581","-12687944.7972222_6914064.69014085",16,14,12,2,1
"582","-12591458.525_6914064.69014085",17,15,12,2,2
"583","-12494972.2527778_6914064.69014085",17,15,12,2,2
"584","-12398485.9805556_6914064.69014085",17,15,11,2,3
"585","-12301999.7083333_6914064.69014085",17,15,11,2,3
"586","-12205513.4361111_6914064.69014085",16,14,10,2,3
"587","-12109027.1638889_6914064.69014085",16,14,10,2,3
"588","-12012540.8916667_6914064.69014085",16,14,10,2,3
"589","-11916054.6194444_6914064.69014085",16,14,10,2,3
"590","-11819568.3472222_6914064.69014085",15,13,10,2,2
"591","-11723082.075_6914064.69014085",14,12,10,2,1
"592","-11626595.8027778_6914064.69014085",14,12,10,2,1
"593","-11530109.5305556_6914064.69014085",12,10,10,2,1
"594","-11433623.2583333_6914064.69014085",9,8,8,2,1
"595","-11337136.9861111_6914064.69014085",9,8,8,2,1
"596","-11240650.7138889_6914064.69014085",9,8,8,2,1
"597","-11144164.4416667_6914064.69014085",9,8,8,2,1
"598","-11047678.1694444_6914064.69014085",9,8,8,2,1
"599","-10951191.8972222_6914064.69014085",9,8,8,2,1
"600","-10854705.625_6914064.69014085",9,8,8,2,1
"601","-10758219.3527778_6914064.69014085",9,8,8,2,1
"602","-10661733.0805556_6914064.69014085",7,6,6,2,1
"603","-10565246.8083333_6914064.69014085",7,6,6,2,1
"604","-10468760.5361111_6914064.69014085",7,6,6,2,1
"605","-10372274.2638889_6914064.69014085",7,6,6,2,1
"606","-10275787.9916667_6914064.69014085",9,8,8,2,1
"607","-10179301.7194444_6914064.69014085",7,6,6,2,1
"608","-10082815.4472222_6914064.69014085",9,8,8,2,1
"609","-9986329.175_6914064.69014085",9,8,8,2,1
"610","-9889842.90277778_6914064.69014085",9,8,8,2,1
"611","-9793356.63055556_6914064.69014085",9,8,8,2,1
"612","-9696870.35833333_6914064.69014085",9,8,8,2,1
"613","-9600384.08611111_6914064.69014085",8,7,7,2,1
"614","-9503897.81388889_6914064.69014085",8,7,7,2,1
"615","-9407411.54166667_6914064.69014085",7,6,7,2,0
"616","-9310925.26944444_6914064.69014085",11,10,8,2,2
"617","-9214438.99722222_6914064.69014085",11,10,8,2,2
"618","-9117952.725_6914064.69014085",11,10,8,2,2
"619","-9021466.45277778_6914064.69014085",11,10,9,2,1
"620","-8924980.18055556_6914064.69014085",11,10,8,2,2
"621","-8828493.90833333_6914064.69014085",11,10,8,2,2
"622","-8732007.63611111_6914064.69014085",11,10,7,2,3
"623","-8635521.36388889_6914064.69014085",7,6,7,2,0
"624","-8539035.09166667_6914064.69014085",7,6,7,2,0
"625","-8442548.81944444_6914064.69014085",7,6,7,2,0
"626","-8346062.54722222_6914064.69014085",8,7,8,2,0
"627","-8249576.275_6914064.69014085",13,12,10,3,2
"628","-8153090.00277778_6914064.69014085",13,12,10,3,2
"629","-8056603.73055555_6914064.69014085",13,12,10,3,2
"630","-7960117.45833333_6914064.69014085",13,12,10,3,2
"631","-7863631.18611111_6914064.69014085",9,8,9,3,0
"632","-7767144.91388889_6914064.69014085",9,8,9,3,0
"633","-7670658.64166667_6914064.69014085",9,8,9,3,0
"634","-7574172.36944444_6914064.69014085",9,8,9,3,0
"635","-7477686.09722222_6914064.69014085",9,8,9,3,0
"636","-7381199.825_6914064.69014085",9,8,9,3,0
"637","-7284713.55277778_6914064.69014085",11,10,11,4,0
"638","-7188227.28055556_6914064.69014085",11,10,11,4,0
"639","-7091741.00833333_6914064.69014085",11,10,11,4,0
"640","-6995254.73611111_6914064.69014085",11,10,11,4,0
"641","-6898768.46388889_6914064.69014085",11,10,11,4,0
"642","-6802282.19166667_6914064.69014085",11,10,11,4,0
"643","-6705795.91944444_6914064.69014085",11,10,11,4,0
"644","-6609309.64722222_6914064.69014085",11,10,11,4,0
"645","-6512823.375_6914064.69014085",11,10,11,4,0
"646","-6416337.10277778_6914064.69014085",11,10,11,4,0
"647","-5354988.10833333_6914064.69014085",10,9,9,3,1
"648","-5258501.83611111_6914064.69014085",10,9,10,4,0
"649","-5162015.56388889_6914064.69014085",10,9,10,4,0
"650","-5065529.29166667_6914064.69014085",9,8,9,4,0
"651","-4969043.01944445_6914064.69014085",9,8,9,4,0
"652","-4872556.74722222_6914064.69014085",9,8,9,4,0
"653","-4776070.475_6914064.69014085",4,3,4,2,0
"654","-4679584.20277778_6914064.69014085",2,1,2,0,0
"655","-4583097.93055556_6914064.69014085",2,1,2,0,0
"656","-4486611.65833333_6914064.69014085",2,1,2,0,0
"657","-4390125.38611111_6914064.69014085",2,1,2,0,0
"658","-4293639.11388889_6914064.69014085",2,1,2,0,0
"659","-4197152.84166667_6914064.69014085",1,0,1,0,0
"660","-4100666.56944444_6914064.69014085",1,0,1,0,0
"661","-4004180.29722222_6914064.69014085",1,0,1,0,0
"662","-3907694.025_6914064.69014085",1,0,1,0,0
"663","-3811207.75277778_6914064.69014085",1,0,1,0,0
"664","-3714721.48055555_6914064.69014085",1,0,1,0,0
"665","-3618235.20833333_6914064.69014085",1,0,1,0,0
"666","-3521748.93611111_6914064.69014085",1,0,1,0,0
"667","-3425262.66388889_6914064.69014085",1,0,1,0,0
"668","-3328776.39166667_6914064.69014085",1,0,1,0,0
"669","-3232290.11944444_6914064.69014085",2,1,2,1,0
"670","-3135803.84722222_6914064.69014085",2,1,2,1,0
"671","-3039317.575_6914064.69014085",2,1,2,1,0
"672","-2942831.30277778_6914064.69014085",4,3,3,1,1
"673","-2846345.03055556_6914064.69014085",9,8,8,3,1
"674","-2749858.75833333_6914064.69014085",9,8,8,3,1
"675","-2653372.48611111_6914064.69014085",9,8,8,3,1
"676","-2556886.21388889_6914064.69014085",9,8,8,3,1
"677","-2460399.94166667_6914064.69014085",9,8,8,3,1
"678","-2363913.66944444_6914064.69014085",9,8,8,3,1
"679","-2267427.39722222_6914064.69014085",9,8,8,3,1
"680","-2170941.125_6914064.69014085",9,8,8,3,1
"681","-2074454.85277778_6914064.69014085",9,8,8,3,1
"682","1592023.49166667_6914064.69014085",8,7,7,1,1
"683","1688509.76388889_6914064.69014085",11,10,7,1,2
"684","1784996.03611111_6914064.69014085",24,23,11,1,6
"685","1881482.30833333_6914064.69014085",24,23,12,1,5
"686","1977968.58055555_6914064.69014085",24,23,11,1,6
"687","2074454.85277778_6914064.69014085",24,23,11,1,6
"688","2170941.125_6914064.69014085",24,23,11,1,6
"689","2267427.39722222_6914064.69014085",24,23,12,1,5
"690","2363913.66944445_6914064.69014085",24,23,13,1,4
"691","2460399.94166667_6914064.69014085",24,23,13,1,4
"692","2556886.21388889_6914064.69014085",24,23,12,1,5
"693","2653372.48611111_6914064.69014085",23,22,12,1,4
"694","2749858.75833333_6914064.69014085",23,22,12,1,4
"695","2846345.03055555_6914064.69014085",23,22,13,1,3
"696","2942831.30277778_6914064.69014085",22,21,11,0,4
"697","3039317.575_6914064.69014085",23,22,13,1,3
"698","3135803.84722222_6914064.69014085",23,22,12,1,4
"699","3232290.11944444_6914064.69014085",23,22,12,1,4
"700","3328776.39166667_6914064.69014085",12,11,8,1,2
"701","4679584.20277778_6914064.69014085",7,6,7,2,0
"702","4776070.475_6914064.69014085",7,6,7,2,0
"703","4969043.01944444_6914064.69014085",8,7,8,3,0
"704","5065529.29166667_6914064.69014085",8,7,8,3,0
"705","5162015.56388889_6914064.69014085",8,7,8,3,0
"706","5258501.83611111_6914064.69014085",8,7,8,3,0
"707","5354988.10833333_6914064.69014085",8,7,8,3,0
"708","5451474.38055556_6914064.69014085",7,6,7,3,0
"709","5547960.65277778_6914064.69014085",7,6,7,3,0
"710","5644446.925_6914064.69014085",6,5,6,2,0
"711","5740933.19722222_6914064.69014085",6,5,6,2,0
"712","5837419.46944444_6914064.69014085",23,22,8,2,8
"713","5933905.74166667_6914064.69014085",23,22,8,2,8
"714","6030392.01388889_6914064.69014085",24,23,8,2,8
"715","6126878.28611111_6914064.69014085",23,22,8,2,8
"716","6223364.55833333_6914064.69014085",23,22,8,2,8
"717","6416337.10277778_6914064.69014085",23,22,9,3,7
"718","6512823.375_6914064.69014085",23,22,9,3,7
"719","6609309.64722222_6914064.69014085",23,22,10,3,6
"720","6705795.91944445_6914064.69014085",19,18,6,2,6
"721","6802282.19166667_6914064.69014085",19,18,6,2,6
"722","6898768.46388889_6914064.69014085",23,22,10,3,6
"723","6995254.73611111_6914064.69014085",23,22,9,3,7
"724","7091741.00833333_6914064.69014085",23,22,9,3,7
"725","7188227.28055555_6914064.69014085",23,22,9,3,7
"726","7284713.55277778_6914064.69014085",23,22,9,3,7
"727","7381199.825_6914064.69014085",23,22,9,3,7
"728","7477686.09722222_6914064.69014085",23,22,10,3,6
"729","7574172.36944444_6914064.69014085",23,22,10,3,6
"730","7670658.64166667_6914064.69014085",19,18,6,2,6
"731","7767144.91388889_6914064.69014085",19,18,6,2,6
"732","7863631.18611111_6914064.69014085",22,21,9,2,6
"733","7960117.45833333_6914064.69014085",22,21,9,2,6
"734","8056603.73055556_6914064.69014085",22,21,9,2,6
"735","8153090.00277778_6914064.69014085",22,21,8,2,7
"736","8249576.275_6914064.69014085",19,18,5,2,7
"737","8346062.54722222_6914064.69014085",19,18,6,2,6
"738","8442548.81944444_6914064.69014085",18,17,5,1,6
"739","8539035.09166666_6914064.69014085",18,17,6,1,5
"740","8635521.36388889_6914064.69014085",18,17,6,1,5
"741","8732007.63611111_6914064.69014085",18,17,6,1,5
"742","8828493.90833334_6914064.69014085",19,18,7,1,5
"743","8924980.18055556_6914064.69014085",19,18,7,1,5
"744","9021466.45277778_6914064.69014085",19,18,7,1,5
"745","9117952.725_6914064.69014085",15,14,8,1,4
"746","9214438.99722222_6914064.69014085",15,14,8,1,4
"747","9310925.26944444_6914064.69014085",15,14,8,1,4
"748","9407411.54166667_6914064.69014085",15,14,8,1,4
"749","9503897.81388889_6914064.69014085",12,11,7,1,2
"750","9600384.08611111_6914064.69014085",12,11,7,1,2
"751","9696870.35833333_6914064.69014085",12,11,7,1,2
"752","9793356.63055556_6914064.69014085",12,11,7,1,2
"753","9889842.90277778_6914064.69014085",12,11,7,1,2
"754","9986329.175_6914064.69014085",12,11,7,1,2
"755","10082815.4472222_6914064.69014085",12,11,7,1,2
"756","10179301.7194444_6914064.69014085",12,11,7,1,2
"757","10275787.9916667_6914064.69014085",12,11,7,1,2
"758","10372274.2638889_6914064.69014085",12,11,7,1,2
"759","10468760.5361111_6914064.69014085",11,10,7,1,1
"760","10565246.8083333_6914064.69014085",11,10,7,1,1
"761","10661733.0805556_6914064.69014085",11,10,7,1,1
"762","10758219.3527778_6914064.69014085",12,11,8,2,1
"763","10854705.625_6914064.69014085",12,11,8,2,1
"764","10951191.8972222_6914064.69014085",12,11,8,2,1
"765","11047678.1694444_6914064.69014085",12,11,8,2,1
"766","11144164.4416667_6914064.69014085",12,11,8,2,1
"767","11240650.7138889_6914064.69014085",12,11,8,2,1
"768","11337136.9861111_6914064.69014085",12,11,8,2,1
"769","11433623.2583333_6914064.69014085",12,11,8,2,1
"770","11530109.5305556_6914064.69014085",12,11,8,2,1
"771","11626595.8027778_6914064.69014085",12,11,8,2,1
"772","11723082.075_6914064.69014085",12,11,8,2,1
"773","11819568.3472222_6914064.69014085",12,11,8,2,1
"774","11916054.6194444_6914064.69014085",12,11,8,2,1
"775","12012540.8916667_6914064.69014085",12,11,8,2,1
"776","12109027.1638889_6914064.69014085",12,11,8,2,1
"777","12205513.4361111_6914064.69014085",13,12,9,2,1
"778","12301999.7083333_6914064.69014085",13,12,9,2,1
"779","12398485.9805556_6914064.69014085",13,12,9,2,1
"780","12494972.2527778_6914064.69014085",16,15,12,3,1
"781","12591458.525_6914064.69014085",16,15,11,3,2
"782","12687944.7972222_6914064.69014085",15,14,10,3,2
"783","12784431.0694444_6914064.69014085",15,14,10,3,2
"784","12880917.3416667_6914064.69014085",15,14,11,3,1
"785","12977403.6138889_6914064.69014085",15,14,11,3,1
"786","13073889.8861111_6914064.69014085",15,14,11,3,1
"787","13170376.1583333_6914064.69014085",15,14,11,3,1
"788","13266862.4305556_6914064.69014085",15,14,11,3,1
"789","13363348.7027778_6914064.69014085",15,14,11,3,1
"790","13459834.975_6914064.69014085",16,15,10,3,3
"791","13556321.2472222_6914064.69014085",15,14,10,3,2
"792","13652807.5194444_6914064.69014085",12,11,7,2,2
"793","13749293.7916667_6914064.69014085",12,11,7,2,2
"794","13845780.0638889_6914064.69014085",12,11,7,2,2
"795","13942266.3361111_6914064.69014085",12,11,7,2,2
"796","14038752.6083333_6914064.69014085",12,11,7,2,2
"797","14135238.8805556_6914064.69014085",12,11,7,2,2
"798","14231725.1527778_6914064.69014085",12,11,7,2,2
"799","14328211.425_6914064.69014085",12,11,7,2,2
"800","14424697.6972222_6914064.69014085",12,11,7,2,2
"801","14521183.9694444_6914064.69014085",15,14,10,3,2
"802","14617670.2416667_6914064.69014085",15,14,10,3,2
"803","14714156.5138889_6914064.69014085",14,13,10,3,1
"804","14810642.7861111_6914064.69014085",14,13,10,3,1
"805","14907129.0583333_6914064.69014085",14,13,10,3,1
"806","15003615.3305556_6914064.69014085",14,13,10,3,1
"807","15100101.6027778_6914064.69014085",15,14,10,3,2
"808","15196587.875_6914064.69014085",15,14,10,3,2
"809","15293074.1472222_6914064.69014085",15,14,10,3,2
"810","15389560.4194444_6914064.69014085",15,14,10,3,2
"811","15486046.6916667_6914064.69014085",15,14,9,3,3
"812","15582532.9638889_6914064.69014085",15,14,9,3,3
"813","15679019.2361111_6914064.69014085",15,14,8,3,4
"814","15775505.5083333_6914064.69014085",15,14,8,3,4
"815","15871991.7805556_6914064.69014085",15,14,8,3,4
"816","15968478.0527778_6914064.69014085",15,14,8,3,4
"817","16064964.325_6914064.69014085",16,15,9,3,4
"818","16161450.5972222_6914064.69014085",17,16,10,3,4
"819","16257936.8694444_6914064.69014085",17,16,10,3,4
"820","16354423.1416667_6914064.69014085",7,6,7,2,0
"821","16450909.4138889_6914064.69014085",18,17,12,3,3
"822","16547395.6861111_6914064.69014085",18,17,12,3,3
"823","16643881.9583333_6914064.69014085",18,17,12,3,3
"824","16740368.2305556_6914064.69014085",18,17,12,3,3
"825","16836854.5027778_6914064.69014085",17,16,11,3,3
"826","16933340.775_6914064.69014085",17,16,11,3,3
"827","17029827.0472222_6914064.69014085",17,16,11,3,3
"828","17126313.3194444_6914064.69014085",17,16,10,2,4
"829","17222799.5916667_6914064.69014085",17,16,10,2,4
"830","17319285.8638889_6914064.69014085",17,16,9,2,5
"831","-17319285.8638889_6817549.73239437",17,16,9,2,5
"832","-17222799.5916667_6817549.73239437",16,15,9,2,4
"833","-17126313.3194444_6817549.73239437",16,15,9,2,4
"834","-17029827.0472222_6817549.73239437",16,15,9,2,4
"835","-16933340.775_6817549.73239437",16,15,9,2,4
"836","-16836854.5027778_6817549.73239437",16,15,9,2,4
"837","-16064964.325_6817549.73239437",21,19,13,3,4
"838","-15968478.0527778_6817549.73239437",21,19,13,3,4
"839","-15871991.7805556_6817549.73239437",21,19,13,3,4
"840","-15775505.5083333_6817549.73239437",22,20,14,3,4
"841","-15679019.2361111_6817549.73239437",17,15,9,2,4
"842","-15582532.9638889_6817549.73239437",19,17,10,2,4
"843","-15486046.6916667_6817549.73239437",20,18,11,2,4
"844","-15389560.4194444_6817549.73239437",20,18,11,2,4
"845","-15293074.1472222_6817549.73239437",20,18,11,2,4
"846","-15196587.875_6817549.73239437",20,18,11,2,4
"847","-15100101.6027778_6817549.73239437",20,18,11,2,4
"848","-15003615.3305556_6817549.73239437",20,18,11,2,4
"849","-14907129.0583333_6817549.73239437",20,18,11,2,4
"850","-14810642.7861111_6817549.73239437",20,18,11,2,4
"851","-14714156.5138889_6817549.73239437",20,18,11,2,4
